11,12,-0.25,2.25,10.5,0.75,-1.25
2,7,-1.5,3.0,10.5,-1.5,1.0
15,8,-0.25,2.75,11,-1.25,0.25
17,3,1.0,2.75,10.5,0.0,0.25
4,20,-0.25,2.5,10,-0.25,-0.5
16,14,-0.25,2.5,10.5,1.75,1.5
10,17,-0.5,2.75,10.5,0.5,-1.75
7,4,-1.5,3.0,10.5,-0.5,0.0
10,10,-0.5,2.5,10,3.5,1.5
10,10,0.25,2.5,10.5,-0.75,-1.5
10,10,-0.25,2.25,10.5,-0.25,-2.25
3,3,-1.25,3.0,11,0.75,1.0
2,2,-0.5,2.25,10,-3.5,0.75
2,2,0.25,2.25,10.5,0.25,-2.25
2,2,0.0,2.25,10.5,3.0,0.75
2,2,-0.5,2.5,10.5,-0.5,-0.5
2,2,1.75,3.25,10.5,-3.25,1.75
10,14,-2.25,3.75,11,0.75,1.25
2,7,-1.5,3.0,10.5,0.5,-1.0
15,5,0.0,2.75,10,-2.0,1.25
16,20,-1.25,3.0,10,-1.25,-1.0
17,1,2,3.0,10,-1.0,2.0
10,11,-0.25,3.0,10,-3.25,2.0
12,13,-0.75,3.25,10.5,1.25,4.75
9,3,-0.25,2.75,10,-0.25,-2.75
4,8,-0.5,2.75,10,-0.5,1.25
19,14,0.0,2.75,10,-4.0,1.25
6,18,-1.5,3.25,10.5,-3.5,-1.25
2,9,-2.25,3.5,10.5,-1.25,-2.5
5,17,-1.5,3.0,10,-1.5,-1.0
20,6,1.5,2.75,9.5,1.5,-0.75
4,10,-1.5,3.25,10.5,1.5,-0.25
14,2,1.5,3.0,10,0.5,2.0
18,13,0.0,2.75,10.5,-1.0,2.25
7,19,-1.0,2.5,10.5,0.0,-1.5
11,16,-0.25,2.75,10.5,2.75,0.25
14,3,1.0,3.25,10,2.0,-2.25
9,15,-0.75,2.5,10.5,1.25,-0.5
6,4,0.0,2.5,10,0.0,-0.5
15,2,2,3.25,10.5,1.0,-2.25
10,5,0.0,3.0,10,3.0,0.0
17,14,-0.25,2.0,10,-0.25,0.0
8,7,0.0,2.25,10,-1.0,0.75
16,14,-0.75,2.75,11,-0.75,3.25
19,18,-0.25,2.75,10.5,0.75,-1.75
12,9,0.25,2.5,10.5,0.25,-2.5
3,11,-1.5,3.0,10.5,-2.5,-2.0
2,20,-3,3.75,10,2.0,1.25
6,2,1.25,2.75,10,-0.75,-0.75
10,5,0.0,2.5,10,2.0,1.5
3,17,-1.5,2.75,10,-0.5,-1.75
8,16,-0.25,2.75,10,-0.25,-0.75
5,15,-1.75,3.0,10.5,-1.75,1.0
18,2,2,3.25,10,0.0,-1.25
4,14,-1.0,3.0,10.5,-2.0,2.0
10,6,0.25,2.5,10,4.25,1.5
15,16,-0.25,2.25,10.5,1.75,1.75
11,7,0.25,2.75,10.5,0.25,1.25
12,19,-0.75,3.0,10.5,-1.75,-2.0
20,10,0.5,2.5,9.5,-0.5,0.5
8,17,-0.5,2.0,10.5,-0.5,-2.0
2,3,-1.75,3.25,10.5,-0.75,-2.25
17,18,-0.5,2.25,10.5,-2.5,-0.25
10,6,0.5,3.0,10,-0.5,-2.0
1,4,-0.75,2.5,9.5,1.25,-0.5
13,2,1.75,3.25,10,-0.25,0.75
6,11,-1.5,3.0,10,-0.5,0.0
16,14,-0.25,2.25,10.5,-5.25,2.75
15,18,-0.5,2.5,10.5,1.5,-0.5
17,8,0.0,2.0,10,2.0,2.0
19,9,0.75,3.0,9.5,2.75,-1.0
4,20,-1.75,2.75,10.5,2.25,1.25
7,15,-0.75,2.5,10.5,-1.75,-1.5
5,11,-1.75,3.0,10,0.25,-1.0
10,4,0.0,2.75,9.5,1.0,-1.75
14,13,0.0,2.25,10.5,-1.0,-1.25
20,9,0.75,2.5,9.5,-2.25,2.5
12,17,-0.5,2.5,10.5,-2.5,1.5
16,2,1.5,2.75,10,-0.5,1.25
4,13,-1.25,3.0,10.5,0.75,-1.0
6,15,-1.5,2.5,10,1.5,0.5
2,18,-3,4.0,11,-1.0,-2.0
7,5,0.25,2.25,10,1.25,0.75
10,19,-0.75,2.75,10,2.25,2.25
5,14,-1.25,3.0,11,0.75,-1.0
2,3,-1.0,3.0,10.5,0.0,0.0
18,6,1.25,2.75,10,0.25,0.25
9,11,0.0,2.75,10,-2.0,-0.75
17,7,0.0,2.0,10,2.0,0.0
15,16,-0.25,2.25,10,-1.25,-1.25
5,8,-1.25,3.0,11,-0.25,0.0
14,20,-1.25,2.5,10.5,0.75,-0.5
10,12,-0.75,3.0,11,1.25,-1.0
19,2,2.5,3.75,10,0.5,-1.75
12,6,0.75,2.5,9.5,2.75,-0.5
19,2,2,3.25,9.5,1.0,-0.25
17,10,0.25,2.5,10.5,-0.75,0.5
9,20,-1.0,2.5,10,0.0,4.5
12,13,-0.25,2.5,11,-0.25,1.5
5,4,-0.25,3.0,10.5,1.75,-1.0
6,7,-1.0,2.5,10.5,-1.0,-0.5
2,17,-2,3.0,10.5,0.0,3.0
1,8,-2.5,3.75,10.5,-0.5,0.25
11,19,-1.0,2.75,10.5,1.0,1.25
18,9,0.0,2.5,10,2.0,-0.5
17,3,0.75,2.75,10.5,1.75,0.25
20,12,0.25,2.25,10,-1.75,-0.25
14,10,0.0,2.25,10.5,1.0,2.75
13,15,-0.5,2.0,10.5,-1.5,1.0
10,2,1.0,2.5,10,1.0,-2.5
19,6,1.25,2.75,9.5,0.25,0.25
8,11,0.0,2.5,10.5,1.0,0.5
10,13,-0.25,2.5,10.5,1.75,-0.5
16,20,-0.75,2.0,10,0.25,-1.0
15,14,0.0,2.25,10.5,-2.0,1.75
5,17,-1.25,2.75,10.5,-0.25,2.25
7,18,-0.75,2.25,10.5,1.25,-0.25
12,2,2.25,3.5,10,1.25,-2.5
3,4,-0.5,3.0,10,-0.5,-1.0
2,10,-2.75,3.75,10.5,-1.75,-2.75
6,3,-0.25,2.5,10.5,1.75,-0.5
14,5,0.25,2.25,10.5,-1.75,1.75
1,7,-1.75,3.0,10.5,3.25,2.0
18,19,-0.5,2.5,10.5,1.5,-0.5
4,12,-1.5,3.25,11,2.5,2.75
15,14,-0.25,2.25,10.5,1.75,-0.25
20,8,0.75,2.0,9.5,1.75,-1.0
12,16,-0.75,2.25,10,0.25,0.75
17,11,0.5,2.25,10,-2.5,0.75
4,2,0.25,2.75,10,0.25,-2.75
5,18,-1.0,2.75,10.5,1.0,-0.75
12,14,-0.25,2.25,10.5,-3.25,2.75
16,20,-0.5,2.0,10,1.5,0.0
11,8,0.25,2.25,10,0.25,-0.25
15,3,1.0,2.75,10,2.0,0.25
17,8,0.25,2.25,10.5,-3.75,3.75
10,19,-0.5,2.75,10,1.5,1.25
7,17,-0.75,2.25,10.5,-0.75,-0.25
2,5,-1.0,2.75,10,5.0,3.25
3,12,-0.75,2.5,11,1.25,1.5
13,17,-0.5,2.0,10,-2.5,2.0
14,12,-0.5,2.5,10.5,-0.5,-0.5
20,6,0.75,2.5,9.5,-0.25,0.5
16,18,-0.5,2.25,11,-1.5,0.75
8,9,0.0,2.5,10,1.0,-1.5
2,10,-2.25,3.5,11,0.75,-0.5
19,5,0.75,2.75,10,-2.25,0.25
9,2,1.5,3.25,10,-0.5,-1.25
12,1,1.5,3.25,9.5,1.5,-1.25
3,6,-2,3.75,10.5,0.0,0.25
11,6,0.5,2.75,10.5,-0.5,-1.75
18,10,0.25,2.5,11,2.25,-0.5
13,9,-0.25,2.25,10.5,-0.25,-2.25
8,7,0.0,2.25,10,-2.0,1.75
15,19,-0.5,2.5,10.5,1.5,-0.5
17,16,0.0,2.25,10.5,0.0,-0.25
5,20,-1.75,2.75,10,3.25,2.25
3,14,-1.25,2.5,10.5,-0.25,-1.5
1,10,-1.75,3.0,11,-1.75,-1.0
3,9,-1.0,2.75,10.5,0.0,0.25
12,4,1.0,2.75,10,5.0,1.25
17,16,0.0,2.5,10.5,0.0,-0.5
17,2,2,3.25,10.5,3.0,-0.25
6,16,-1.5,3.0,10.5,-1.5,1.0
19,13,-0.25,2.25,10,1.75,3.75
20,11,0.25,2.25,9.5,-0.75,-1.25
5,18,-2,3.25,11,-1.0,-0.25
8,10,-0.5,2.5,10,2.5,0.5
19,3,0.75,2.5,10,-0.25,0.5
20,2,2.25,3.5,10,-0.75,-0.5
5,4,0.25,2.75,10,2.25,-0.75
7,15,-0.75,2.75,10.5,-0.75,-2.75
6,13,-1.25,2.75,10,-0.25,0.25
1,14,-1.75,3.25,10.5,-0.75,3.75
18,17,-0.5,2.25,10,2.5,0.75
12,9,-0.25,2.75,10,1.75,-0.75
16,10,0.0,2.5,10,1.0,0.5
11,8,-0.25,2.0,10.5,0.75,5.0
2,11,-1.75,3.0,10.5,1.25,0.0
3,6,-0.5,2.75,10.5,-1.5,-1.75
11,12,-0.75,2.75,10.5,1.25,-0.75
4,18,-2,3.0,10.5,-1.0,0.0
16,19,-0.25,2.25,9.5,0.75,0.75
14,9,-0.25,2.5,10.5,-1.25,0.5
13,1,1.25,2.75,9.5,0.25,-1.75
7,18,-0.5,2.25,10.5,-1.5,0.75
17,20,-0.5,2.25,10,-0.5,-2.25
10,5,0.5,3.25,10,1.5,-2.25
3,1,-0.5,2.75,10.5,0.5,0.25
